Reference,Publication year,Ecosystem component (detailed),Ecosystem component (simplified),Thema (detailed),Thema (simplified),Trait label (original),Trait label (standardised),
"Mouchet M.A., Burns M.D.M., Garcia A.M., Vieira J.P., Mouillot D., 2012. Invariant scaling relationship between functional dissimilarity and co-occurrence in fish assemblages of the Patos Lagoon estuary (Brazil): environmental filtering consistently overshadows competitive exclusion. Oikos 122:247–257.",2012,Fish,Fish,FD,Other,Oral gape shape,Morph./Anat./Phys.,
"Mouchet M.A., Burns M.D.M., Garcia A.M., Vieira J.P., Mouillot D., 2012. Invariant scaling relationship between functional dissimilarity and co-occurrence in fish assemblages of the Patos Lagoon estuary (Brazil): environmental filtering consistently overshadows competitive exclusion. Oikos 122:247–257.",2012,Fish,Fish,FD,Other,Oral gape position,Morph./Anat./Phys.,
"Mouchet M.A., Burns M.D.M., Garcia A.M., Vieira J.P., Mouillot D., 2012. Invariant scaling relationship between functional dissimilarity and co-occurrence in fish assemblages of the Patos Lagoon estuary (Brazil): environmental filtering consistently overshadows competitive exclusion. Oikos 122:247–257.",2012,Fish,Fish,FD,Other,Gill raker length,Morph./Anat./Phys.,
"Mouchet M.A., Burns M.D.M., Garcia A.M., Vieira J.P., Mouillot D., 2012. Invariant scaling relationship between functional dissimilarity and co-occurrence in fish assemblages of the Patos Lagoon estuary (Brazil): environmental filtering consistently overshadows competitive exclusion. Oikos 122:247–257.",2012,Fish,Fish,FD,Other,Gut length,Morph./Anat./Phys.,
"Mouchet M.A., Burns M.D.M., Garcia A.M., Vieira J.P., Mouillot D., 2012. Invariant scaling relationship between functional dissimilarity and co-occurrence in fish assemblages of the Patos Lagoon estuary (Brazil): environmental filtering consistently overshadows competitive exclusion. Oikos 122:247–257.",2012,Fish,Fish,FD,Other,Eye size,Morph./Anat./Phys.,
"Mouchet M.A., Burns M.D.M., Garcia A.M., Vieira J.P., Mouillot D., 2012. Invariant scaling relationship between functional dissimilarity and co-occurrence in fish assemblages of the Patos Lagoon estuary (Brazil): environmental filtering consistently overshadows competitive exclusion. Oikos 122:247–257.",2012,Fish,Fish,FD,Other,Eye position,Morph./Anat./Phys.,
"Mouchet M.A., Burns M.D.M., Garcia A.M., Vieira J.P., Mouillot D., 2012. Invariant scaling relationship between functional dissimilarity and co-occurrence in fish assemblages of the Patos Lagoon estuary (Brazil): environmental filtering consistently overshadows competitive exclusion. Oikos 122:247–257.",2012,Fish,Fish,FD,Other,Body transversal shape,Morph./Anat./Phys.,
"Mouchet M.A., Burns M.D.M., Garcia A.M., Vieira J.P., Mouillot D., 2012. Invariant scaling relationship between functional dissimilarity and co-occurrence in fish assemblages of the Patos Lagoon estuary (Brazil): environmental filtering consistently overshadows competitive exclusion. Oikos 122:247–257.",2012,Fish,Fish,FD,Other,Body transversal surface,Morph./Anat./Phys.,
"Mouchet M.A., Burns M.D.M., Garcia A.M., Vieira J.P., Mouillot D., 2012. Invariant scaling relationship between functional dissimilarity and co-occurrence in fish assemblages of the Patos Lagoon estuary (Brazil): environmental filtering consistently overshadows competitive exclusion. Oikos 122:247–257.",2012,Fish,Fish,FD,Other,Pectoral fin position,Morph./Anat./Phys.,
"Mouchet M.A., Burns M.D.M., Garcia A.M., Vieira J.P., Mouillot D., 2012. Invariant scaling relationship between functional dissimilarity and co-occurrence in fish assemblages of the Patos Lagoon estuary (Brazil): environmental filtering consistently overshadows competitive exclusion. Oikos 122:247–257.",2012,Fish,Fish,FD,Other,Aspect ratio of the pectoral fin,Morph./Anat./Phys.,
"Mouchet M.A., Burns M.D.M., Garcia A.M., Vieira J.P., Mouillot D., 2012. Invariant scaling relationship between functional dissimilarity and co-occurrence in fish assemblages of the Patos Lagoon estuary (Brazil): environmental filtering consistently overshadows competitive exclusion. Oikos 122:247–257.",2012,Fish,Fish,FD,Other,Caudal peduncle throttling,Morph./Anat./Phys.,
"Mouchet M.A., Burns M.D.M., Garcia A.M., Vieira J.P., Mouillot D., 2012. Invariant scaling relationship between functional dissimilarity and co-occurrence in fish assemblages of the Patos Lagoon estuary (Brazil): environmental filtering consistently overshadows competitive exclusion. Oikos 122:247–257.",2012,Fish,Fish,FD,Other,Aspect ratio of the caudal fin,Morph./Anat./Phys.,
"Mouchet M.A., Burns M.D.M., Garcia A.M., Vieira J.P., Mouillot D., 2012. Invariant scaling relationship between functional dissimilarity and co-occurrence in fish assemblages of the Patos Lagoon estuary (Brazil): environmental filtering consistently overshadows competitive exclusion. Oikos 122:247–257.",2012,Fish,Fish,FD,Other,Fins surface ratio,Morph./Anat./Phys.,
"Mouchet M.A., Burns M.D.M., Garcia A.M., Vieira J.P., Mouillot D., 2012. Invariant scaling relationship between functional dissimilarity and co-occurrence in fish assemblages of the Patos Lagoon estuary (Brazil): environmental filtering consistently overshadows competitive exclusion. Oikos 122:247–257.",2012,Fish,Fish,FD,Other,Fins surface to body size ratio,Morph./Anat./Phys.,
"Mouillot D. Culioli J.M., Pelletier D., Tomasini J.A., 2008. Do we protect biological originality in protected areas? A new index and an application to the Bonifacio Strait Natural Reserve. Biological Conservation 141:1569–1580.",2008,Fish,Fish,FD,Other,Biomass,Body size,
"Mouillot D. Culioli J.M., Pelletier D., Tomasini J.A., 2008. Do we protect biological originality in protected areas? A new index and an application to the Bonifacio Strait Natural Reserve. Biological Conservation 141:1569–1580.",2008,Fish,Fish,FD,Other,Caudal ratio,Morph./Anat./Phys.,
"Mouillot D. Culioli J.M., Pelletier D., Tomasini J.A., 2008. Do we protect biological originality in protected areas? A new index and an application to the Bonifacio Strait Natural Reserve. Biological Conservation 141:1569–1580.",2008,Fish,Fish,FD,Other,Eye diameter,Morph./Anat./Phys.,
"Mouillot D. Culioli J.M., Pelletier D., Tomasini J.A., 2008. Do we protect biological originality in protected areas? A new index and an application to the Bonifacio Strait Natural Reserve. Biological Conservation 141:1569–1580.",2008,Fish,Fish,FD,Other,Eye position,Morph./Anat./Phys.,
"Mouillot D. Culioli J.M., Pelletier D., Tomasini J.A., 2008. Do we protect biological originality in protected areas? A new index and an application to the Bonifacio Strait Natural Reserve. Biological Conservation 141:1569–1580.",2008,Fish,Fish,FD,Other,Oral gape height,Morph./Anat./Phys.,
"Mouillot D. Culioli J.M., Pelletier D., Tomasini J.A., 2008. Do we protect biological originality in protected areas? A new index and an application to the Bonifacio Strait Natural Reserve. Biological Conservation 141:1569–1580.",2008,Fish,Fish,FD,Other,Mouth protrusion length,Morph./Anat./Phys.,
"Mouillot D. Culioli J.M., Pelletier D., Tomasini J.A., 2008. Do we protect biological originality in protected areas? A new index and an application to the Bonifacio Strait Natural Reserve. Biological Conservation 141:1569–1580.",2008,Fish,Fish,FD,Other,Height of gill raker,Morph./Anat./Phys.,
"Mouillot D. Culioli J.M., Pelletier D., Tomasini J.A., 2008. Do we protect biological originality in protected areas? A new index and an application to the Bonifacio Strait Natural Reserve. Biological Conservation 141:1569–1580.",2008,Fish,Fish,FD,Other,Ratio of maximal body depth to,Morph./Anat./Phys.,
"Mouillot D. Culioli J.M., Pelletier D., Tomasini J.A., 2008. Do we protect biological originality in protected areas? A new index and an application to the Bonifacio Strait Natural Reserve. Biological Conservation 141:1569–1580.",2008,Fish,Fish,FD,Other,standard length,Morph./Anat./Phys.,
"Mouillot D. Culioli J.M., Pelletier D., Tomasini J.A., 2008. Do we protect biological originality in protected areas? A new index and an application to the Bonifacio Strait Natural Reserve. Biological Conservation 141:1569–1580.",2008,Fish,Fish,FD,Other,Ratio of maximal body depth to body width,Morph./Anat./Phys.,
"Mouillot D. Culioli J.M., Pelletier D., Tomasini J.A., 2008. Do we protect biological originality in protected areas? A new index and an application to the Bonifacio Strait Natural Reserve. Biological Conservation 141:1569–1580.",2008,Fish,Fish,FD,Other,Caudal peduncle length,Morph./Anat./Phys.,
"Mouillot D. Culioli J.M., Pelletier D., Tomasini J.A., 2008. Do we protect biological originality in protected areas? A new index and an application to the Bonifacio Strait Natural Reserve. Biological Conservation 141:1569–1580.",2008,Fish,Fish,FD,Other,Position of the mouth,Morph./Anat./Phys.,
"Mouillot D. Culioli J.M., Pelletier D., Tomasini J.A., 2008. Do we protect biological originality in protected areas? A new index and an application to the Bonifacio Strait Natural Reserve. Biological Conservation 141:1569–1580.",2008,Fish,Fish,FD,Other,Orientation of the mouth,Morph./Anat./Phys.,
"Mouillot D. Culioli J.M., Pelletier D., Tomasini J.A., 2008. Do we protect biological originality in protected areas? A new index and an application to the Bonifacio Strait Natural Reserve. Biological Conservation 141:1569–1580.",2008,Fish,Fish,FD,Other,Teeth,Morph./Anat./Phys.,
"Mouillot D. Culioli J.M., Pelletier D., Tomasini J.A., 2008. Do we protect biological originality in protected areas? A new index and an application to the Bonifacio Strait Natural Reserve. Biological Conservation 141:1569–1580.",2008,Fish,Fish,FD,Other,Gut length,Morph./Anat./Phys.,
"Mouillot D., Villéger S., Parravicini V., Kulbicki M., Arias-González J.E.., Bender M., Chabanet P., Floeter S.R., Friedlander A., Vigliola L., Bellwood D.R., 2014. Functional over-redundancy and high functional vulnerability in global fish faunas on tropical reefs. Proceedings of the National Academy of Sciences 111:13757–13762.",2014,Fish,Fish,FD,Other,Period of activity,Behaviour,
"Mouillot D., Villéger S., Parravicini V., Kulbicki M., Arias-González J.E.., Bender M., Chabanet P., Floeter S.R., Friedlander A., Vigliola L., Bellwood D.R., 2014. Functional over-redundancy and high functional vulnerability in global fish faunas on tropical reefs. Proceedings of the National Academy of Sciences 111:13757–13762.",2014,Fish,Fish,FD,Other,Schooling behavior,Biotic int./Sociability,
"Mouillot D., Villéger S., Parravicini V., Kulbicki M., Arias-González J.E.., Bender M., Chabanet P., Floeter S.R., Friedlander A., Vigliola L., Bellwood D.R., 2014. Functional over-redundancy and high functional vulnerability in global fish faunas on tropical reefs. Proceedings of the National Academy of Sciences 111:13757–13762.",2014,Fish,Fish,FD,Other,Size,Body size,
"Mouillot D., Villéger S., Parravicini V., Kulbicki M., Arias-González J.E.., Bender M., Chabanet P., Floeter S.R., Friedlander A., Vigliola L., Bellwood D.R., 2014. Functional over-redundancy and high functional vulnerability in global fish faunas on tropical reefs. Proceedings of the National Academy of Sciences 111:13757–13762.",2014,Fish,Fish,FD,Other,Vertical position in the water column,Habitat,
"Mouillot D., Villéger S., Parravicini V., Kulbicki M., Arias-González J.E.., Bender M., Chabanet P., Floeter S.R., Friedlander A., Vigliola L., Bellwood D.R., 2014. Functional over-redundancy and high functional vulnerability in global fish faunas on tropical reefs. Proceedings of the National Academy of Sciences 111:13757–13762.",2014,Fish,Fish,FD,Other,Mobility,Motility,
"Mouillot D., Villéger S., Parravicini V., Kulbicki M., Arias-González J.E.., Bender M., Chabanet P., Floeter S.R., Friedlander A., Vigliola L., Bellwood D.R., 2014. Functional over-redundancy and high functional vulnerability in global fish faunas on tropical reefs. Proceedings of the National Academy of Sciences 111:13757–13762.",2014,Fish,Fish,FD,Other,Trophic category,Trophy,
"Munari C., 2013. Benthic community and biological trait composition in respect to arti?cial coastal defence structures: A study case in the northern Adriatic Sea. Marine Environmental Research 90:47–54.",2013,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Mobility,Behaviour,
"Munari C., 2013. Benthic community and biological trait composition in respect to arti?cial coastal defence structures: A study case in the northern Adriatic Sea. Marine Environmental Research 90:47–54.",2013,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Body size,Body size,
"Munari C., 2013. Benthic community and biological trait composition in respect to arti?cial coastal defence structures: A study case in the northern Adriatic Sea. Marine Environmental Research 90:47–54.",2013,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Adult life habitat,Burrowing depth,
"Munari C., 2013. Benthic community and biological trait composition in respect to arti?cial coastal defence structures: A study case in the northern Adriatic Sea. Marine Environmental Research 90:47–54.",2013,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Larva,Early development,
"Munari C., 2013. Benthic community and biological trait composition in respect to arti?cial coastal defence structures: A study case in the northern Adriatic Sea. Marine Environmental Research 90:47–54.",2013,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Life span,Life span,
"Munari C., 2013. Benthic community and biological trait composition in respect to arti?cial coastal defence structures: A study case in the northern Adriatic Sea. Marine Environmental Research 90:47–54.",2013,Benthic invertebrate,Benthic invertebrate,Pressure,Pressure,Reproductive frequency,Reprod. frequency,
